name,user rating,user review,is_valid,negative,neutral,positive,compound,clean_title_x,matched_title,imdb_id,title,original_title,clean_title_y,genres,plot,directors,writers,actors,companies
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt35719293,Run,Run,run,"Sci-Fi, Thriller","After leaving her fiance at the altar, Melissa joins friends at a cabin. When Jenny is found mutilated in the woods and aliens attack the nation, the girls must fight to survive.",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt10929896,Run,Run,run,Thriller,"A hardworking, uptight young woman who lives a dull and routine life, goes running one night and witnesses something that throws her life into chaos and puts her in situations she has never been in before.",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt30456695,Run,Run,run,,,,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt14231244,Run,Run,run,Drama,,,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt8633478,Run,Run,run,"Drama, Horror, Mystery, Thriller","Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt32046683,Run,Run,run,Thriller,"A group of desperate migrants reach the Italian coast after a perilous Mediterranean journey, impacting locals and tourists in a small coastal town.",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt12381488,Run,Run,run,"Mystery, Thriller","On their wedding anniversary Sundeep is waiting at a restaurant for his wife Shruti to arrive. But in a shocking turn of events, she is dead. Is it a murder or a suicide?",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt5134236,Run,Run,run,Action,"""A woman finds out on her morning jog that, if she stops running, she will die...""",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt6412170,Run,Run,run,"Action, Romance, Thriller","JACQUELIN, an uptight middle class French lady (Kayla Eva), joins a dating site in search of the perfect novel-like romance and adventure she's always imagined, she connects with BAYO (Ramsey Nouah), a self-made young, rich lawyer in far away West Africa who has a seemingly boring life. In a few weeks she finds herself in Nigeria to meet the man behind the computer screen. The story takes a twist when Jacquelin was kidnapped and becomes a victim of mistaken identity.",,,,
Run,4,"in today’s world this feels like a familiar story, echoing both fiction like sharp objects and real stories like gypsy rose blanchard, but that familiarity doesn’t make it any less potent here. i was skeptical, not wanting to indulge this worn out plot that seemingly exists only to mystify and thrill able bodied audiences. but i’m excited to say that’s not exactly what i found in this case
my first discovery here was that newcomer kiera allen acts circles around sarah paulson. the latter is clearly the selling point, her name all over the advertising in big bold letters, “look at sarah paulson go, look at her cry, look at her scream”, fleshing out the kind of sadistic and melodramatic role that she’s best at. but seeing a real wheelchair user maneuver nightmare scenarios and experience all levels of terror was something i’ve never really experienced before. and i’m not gonna lie, it makes all the difference for me. this isn’t just joey king wearing big glasses, or kevin mchale climbing out of his prop wheelchair in a dream sequence to dance. this is someone that pushes off walls with her arms in tight spaces and rounds sharp corners on a dime. does being disabled make her a good actor? of course not, but the good news is that she is a good actor. the whole movie rests solely on kiera allen’s shoulders, and she carries it boldly and independently while sarah pounds on the door outside
i don’t talk about my disability all that often in online spaces, only truly out of habit because these online spaces have been my biggest escape from the limitations that come with being disabled in the real world. but seeing fragments of yourself represented on screen when you so rarely are is a powerful feeling, like gasping for air when you didn’t realize you were being held underwater. on it’s own, this film is a thrilling enough ride, aptly made and successfully placing us in the shoes of the main character, fearing sarah paulson like we’re so used to doing. but the choices made with casting (and small specifics in things like writing and set design) changed the overall feeling for myself and possibly for others like me who relate to these particular struggles. for able bodied audiences they might as well be watching a slasher film, or any b-movie thriller. but every day i face small obstacles like some of the ones shown here: a staircase laid out in front of me as if to taunt me, or a set of front wheels buried deep in mud. can’t get out of a car unless the person i’m with gets my chair out for me, and even in the best scenarios that can still feel crushingly isolating and even momentarily scary at times
does a part of me wish the story here was a bit different? of course i do. but there’s something to be said for small change happening slowly with stories that we’re already well aquatinted with. yes, on the surface this is just a mother-daughter thriller, but the brilliant performance by a disabled actor makes it shine. and yes, a movie like the upcoming happiest season is just a safe holiday rom-com, but the lgbt representation might make all the difference for a community that has never seen itself in that beloved and comforting sub-genre, just like i’d never seen a real life disabled final girl until tonight, and didn’t even realize how much i wanted to. not everything has to be a grand movement, a monumental shift that shakes us to our core with bold statements and unique outlooks, no matter how much we desire that as soon as we can get it (or create it ourselves). small steps leave a softer but lasting impression, something that might not make waves with its originality but will quietly stick with those who relate to it. and some people can mock cries for representation in media if they like, but the reality is that until we’re all able to see ourselves on screen (and behind it) we won’t all be able to fully grasp the real power of visual storytelling and what a welcoming relief it is to be able to relate to it",TRUE,0.051,0.761,0.188,0.9989,run,run,tt1500878,"Run, Broken Yet Brave",Run,run,"Drama, Family","RUN, is the story of Ashley, a sixteen-year old teenager with a chip on her shoulder. She is sent by her mom to spend a month of her summer holidays with her grandparents on the family farm. While there she develops a love-hate relationship with her grandfather Joseph, a full- blooded Cree Indian who stresses rules and respect. Slowly her grandfather introduces her to traditions he learned on the reserve as a boy. All seems well until Ashley finds a picture album from the attic and begins asking questions, questions that reveal a secret that threatens to tear the family apart. In the end the story is about redemptive love and the power of forgiveness woven into the traditions of First Nations culture.",,,,
